text_id,x_pca_tfidf,y_pca_tfidf,x_tsne_tfidf,y_tsne_tfidf,x_pca_openai_ada_002,y_pca_openai_ada_002,x_tsne_openai_ada_002,y_tsne_openai_ada_002,x_pca_openai_3_small,y_pca_openai_3_small,x_tsne_openai_3_small,y_tsne_openai_3_small,author_id,year,author
89,0.0425157917044906,0.5177077899789376,0.2875288,0.5399219,0.17170691673457317,0.3552702161408269,0.42557156,0.7559284,0.1169072672833717,0.3123794262612674,0.70140344,0.50268173,18,1879,Rutherford B. Hayes
90,0.057817351235048386,0.5350313707486004,0.29101837,0.5395402,0.1776583362743545,0.4212702500057218,0.40800214,0.75638217,0.12448050805134642,0.37631942478552083,0.70499426,0.5073874,18,1880,Rutherford B. Hayes
91,0.03840732175350314,0.49563037841211166,0.30225682,0.5595474,0.23157225763621664,0.4312045354363167,0.3916889,0.722262,0.11112577213513436,0.3655806453353933,0.6746163,0.51904833,20,1881,Chester A. Arthur
92,0.04751671113573652,0.4836684036717498,0.30401772,0.57018614,0.21937654296847714,0.4118862482926289,0.3786053,0.70894694,0.11595847254496505,0.3454651177534111,0.6587992,0.51195914,20,1882,Chester A. Arthur
93,0.04467206567079901,0.4942426709436268,0.30294347,0.5879881,0.17925341553213775,0.45027518608850065,0.36679137,0.71511626,0.07823050165580164,0.3734093130507338,0.66689247,0.505185,20,1883,Chester A. Arthur
94,0.04498366046599822,0.5160419455113879,0.31266445,0.57817936,0.203435198713678,0.48371820005798616,0.35663307,0.7065136,0.10476336582394336,0.40918239926538064,0.66615415,0.49594763,20,1884,Chester A. Arthur
95,0.06783633200494626,0.5112316907383974,0.30927038,0.52320766,0.19264795936474677,0.43225409248830937,0.39220843,0.7331084,0.10613407194911656,0.3795097911223858,0.6810523,0.5234571,21,1885,Grover Cleveland
96,0.07713810530337706,0.5344235210050613,0.31113026,0.5238982,0.20711568088210175,0.3762042512884854,0.40838653,0.7298731,0.13275918568729939,0.3309509485191255,0.6802041,0.5313257,21,1886,Grover Cleveland
97,0.17793032511132206,0.519550749141453,0.2875951,0.6418005,0.2720167578254028,0.16773417437575056,0.5429335,0.69915235,0.2871044116221396,0.2538610015194819,0.5448655,0.54770565,21,1887,Grover Cleveland
98,0.09405312787297199,0.517298230965483,0.3141071,0.5195129,0.23412088102951828,0.39416804631750135,0.41651088,0.72452426,0.1401823847420261,0.351394219332274,0.68135095,0.535685,21,1888,Grover Cleveland
99,0.10086959306038379,0.5229932218224524,0.33299863,0.52805585,0.1904895895513739,0.42279472889135944,0.39439756,0.74868613,0.12429983599175992,0.3673587846744173,0.69283587,0.5141385,22,1889,Benjamin Harrison
100,0.10874503563467469,0.5111803885933741,0.35961545,0.51664394,0.16084848623790088,0.3742541117242617,0.3851778,0.6791194,0.1111997795037053,0.33166261393716967,0.639492,0.5308873,22,1890,Benjamin Harrison
101,0.08562633759545968,0.504880179534414,0.35355055,0.51373446,0.16220359543598162,0.41877740473602904,0.39481145,0.6933013,0.09202782356098083,0.3785743952884616,0.6533853,0.5346544,22,1891,Benjamin Harrison
102,0.12864157231184653,0.5440669514222778,0.3681449,0.50738806,0.1801599248867033,0.37780078891647073,0.36385956,0.66912615,0.12196687911286885,0.3430034730914848,0.6361755,0.5481324,22,1892,Benjamin Harrison
103,0.07150801751811264,0.5128636295460917,0.32935512,0.49833277,0.23754261441321012,0.4349567285547587,0.4137692,0.6997677,0.11822772022188072,0.35157668048406093,0.66525245,0.5463398,21,1893,Grover Cleveland
104,0.06539765868645192,0.536274755903223,0.33088553,0.49883553,0.2093978803296495,0.3823715797519092,0.42472798,0.6978787,0.0940874609741732,0.31893746455015237,0.6634613,0.5517043,21,1894,Grover Cleveland
